,Unnamed: 0,Message,Narrative,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
444,,rene share stori first diagnosi breast cancer year journey diseas breast bone lung cancer invad year sinc initi diagnosi strong posit outlook life help thank rene stori provid hope inspir mani,1,,,,
445,,mother first friend best friend forev friend sign today women super mother day classic someth special mother day year head bit ly mdc mdc mothersday,0,,,,
446,,year countdown death breast cancer zerobi,0,,,,
447,,risk breast cancer cant chang like famili histori diseas risk research call modifi one chang better wors read http bit ly qdns b,0,,,,
448,,karen juli friend year gear take el camino nbcf love idea fund rais go sole research fill great hope comfort generat young women born centuri confront prospect surviv breast cancer say juli read interview karen juli find join path toward cure el camino,1,,,,
449,,sheila diagnos breast cancer mastectomi chemotherapi radiat sheila want share breast cancer journey help communiti understand breast cancer death sentenc hold high tea friend famili sheila rais game chang research help rais vital awar hero like sheila find today http nbcf org au fundrais zerobi notimelikethepres,1,,,,
450,,nation breast cancer foundat nutura wish announc joint agre end partnership never intent either organis cast doubt benefit breastfeed caus confus upset communiti breastfeed protect effect breast cancer organis endors breastfeed best option mother babi recognis need altern method feed due health reason agre mother seek advic doctor healthcar profession decid appropri approach feed child thank loyal communiti support us fund life chang breast cancer research best way possibl,0,,,,
451,,everi day women age diagnos breast cancer diseas ignor thank world class research fund tomorrow alreadi look differ diagnos zerobi fundthefutureforallwomen,0,,,,
452,,know alcohol healthi lot reason new research show need add anoth reason list http bit ly quojvk http nbcf org au news research news half glass wine day could increas risk breast cancer return utm sourc facebook utm medium social utm term utm content ie utm campaign research utm sourc facebook utm medium social utm term research utm content ie utm campaign research,0,,,,
453,,defi odd far grate everi day children dark difficult time past year discov alway beauti find even advers read rachel incred stori bit ly nbcf rachelsstori,1,,,,
454,,triathlon pink triathlon know swim pool ride push bike run jog walk finish line women fit level encourag take part rais fund life chang breast cancer research fun encourag environ regist http triathlonpink everydayhero do,0,,,,
455,,us heard chemo brain call cancer induc cognit impair frustrat deal nbcf co fund studi develop onlin program improv concentr memori visual skill women men improv qualiti life chemo,0,,,,
456,,new tablet target tumour seen light could benefit women dens breast tissu whose mammogram typic difficult read,0,,,,
457,,women posit breast cancer longer reli standard treatment hope work thank research herceptin discov specif prevent type breast cancer grow spread read research save live http bit ly sdbgmr,0,,,,
458,,thank welcom home absolut amaz step toward cure great wall trek team trekker flew back home weekend challeng day trek great wall china proud incred support peopl realli came togeth team share experi breast cancer help other need cheer addit rais life chang breast cancer research great exampl communiti spirit continu fund nbcf congratul team made youd like join team nbcf next adventur registr open inspir adventur path toward cure el camino info bit ly wtvhrq,0,,,,
459,,alex mum diagnos breast cancer year old cancer spread breast area bodi initi given life expect year brave fought anoth year pass away memori mum alex held mani fundrais nbcf recent year rais incred breast cancer research thank alex continu work toward mission death breast cancer join us thank alex leav comment zerobi,1,,,,
460,,receiv govern fund research way end death breast cancer donat vital brilliant research continu make life chang discoveri make tax deduct donat today http bit ly rskvxg,0,,,,
461,,breast cancer diseas mani past year research discov type call posit develop special treatment known herceptin sinc save countless live read http bit ly qdf rf http nbcf org au nation breast cancer foundat breast cancer stage type treatment breast cancer molecular type breast cancer posit,0,,,,
462,,nbcf encourag new research could make big differ mani women director research dr alessandra muntoni say result excit confirm larger studi could lay path clinic applic precis medicin,0,,,,
463,,least women age diagnos breast cancer everi year women everi day australia diseas ignor togeth chang outcom diagnos world without fear breast cancer possibl support zerobi,0,,,,
464,,sadden hear pass kelli preston breast cancer thought john famili time everi day remind import determin mission death breast cancer zerobi,1,,,,
465,,today nation cancer survivor day day celebr surviv cancer continu work toward mission death breast cancer make pledg go pink month stop breast cancer take peopl love,0,,,,
466,,time walk breast cancer registr year mother day classic offici open event take place sunday locat countri stand sign today http bit ly bmmybk mdc,0,,,,
467,,sue hillam loyal support nbcf year inspir fundrais breast cancer research close friend diagnos breast cancer young age follow friend diagnosi sue decid take first oversea fundrais adventur inspir adventur nbcf show support friend felt realli helpless say sue realli could make differ fundrais research sue join ride research cambodia cycl day fundrais ride support nbcf rais incred life chang breast cancer research along way sue made life long friendship women surviv breast cancer peopl want make differ holiday other like look support friend famili affect friendship made memori creat chang life say sue feel good thing year sue back anoth adventur join nbcf path toward cure el camino trek incred day trip take particip discov wonder spanish citi life well embark ancient camino de santiago trail day trek would recommend experi inspir adventur nbcf anyon say sue year ask famili friend give even better think join trip like join amaz group support life chang adventur head http bit ly oqunx,1,,,,
468,,happi easter hope eggcel,0,,,,
469,,life cancer lot life alyson nbcf speaker,0,,,,
470,,wish julia best,1,,,,
471,,tag mate could use extra attent ask real men australia wear pink support life chang breast cancer research sign realmenwearpink now,0,,,,
472,,hope futur research make breast cancer condit live like medic condit treatabl natali posit breast cancer consid aggress dead type breast cancer thank research chang read natali stori find help us reach goal death http bit ly quh m,1,,,,
473,,around world octob breast cancer awar month month rais awar fund life chang research help affect breast cancer futur,0,,,,
474,,women super mother day classic sunday th near get fam togeth fun day rais fund life chang breast cancer research sign today earli bird registr open mdc,0,,,,
475,,time look back see far youv come motivationalmonday,0,,,,
476,,join us squat challeng march level beginn intermedi advanc rais fund support australian diagnos breast cancer everi day regist today squat breast cancer research http bit ly squatchalleng https fundrais nbcf org au event squat challeng homeutm sourc facebook utm medium cpc utm campaign nbcf sc elev ad,0,,,,
477,,ive manag live half year advanc diseas think outcom would extrem poor melissa breast cancer alreadi spread bone diagnos thank treatment option avail spread cancer slow melissa sad cure melissa amaz posit despit challeng face incred passion import continu research especi advanc cancer like need help creat better tomorrow women men diagnos breast cancer make tax deduct donat today help fund life chang research http bit ly xod,1,,,,
478,,nbcf fund research professor meera agar ut univers technolog sydney take facebook page next minut readi answer question research help women late stage metastat breast cancer submit question ad comment post,0,,,,
479,,nation breast cancer foundat extrem sad hear news pass nbcf speaker sharon driessen last friday fight long battl advanc breast cancer condol sharon husband andrew son doug thought time would like acknowledg incred passion dedic sharon brought nbcf speaker support breast cancer research year news like drive us work harder improv breast cancer manag treat research,1,,,,
480,,let make differ mother day ralli troop regist today take part mother day classic help walk breast cancer mdc http bit ly brolef,0,,,,
481,,find new uk studi found breast cancer remain dormant bodi year find studi research nbcf fund unlock mysteri behind breast cancer relaps http bit ly myy pw https nbcf org au news research news studi confirm breast cancer remain dormant year,0,,,,
482,,take step right direct health well walk run step day month august smash big fit goal step challeng rais fund vital breast cancer research today,0,,,,
483,,women diagnos breast cancer lifetim diseas ignor togeth chang outcom diagnos zerobi,0,,,,
484,,hard person never give babe ruth motivationmonday baberuth nevergiveup,0,,,,
485,,readi make big impact breast cancer june tag friend ask join make pledg go pink host virtual pink hous parti comfort home regist get free digit fundrais kit,0,,,,
486,,australian women diagnos breast cancer everi day host pink ribbon breakfast breast cancer awar month octob stop death breast cancer save live learn fundrais nbcf org au prbsignup,0,,,,
487,,far peopl sign go pink june stop breast cancer take peopl love join movement https fundrais nbcf org au go pink,0,,,,
488,,nbcf fund research dr simon junankar garvan institut medic research take facebook page next minut hes readi answer question breast cancer research immunotherapi submit question ad comment post dr junankar respond mani question research possibl info dr junankar research bit ly drjunankar research,0,,,,
489,,brendan run km home hill race cours townsvill good friend elyc pictur diagnos breast cancer februari year year old train crossfit brendan multipl time week everyon shock news elyc breast cancer follow round chemotherapi doubl mastectomi elyc heard word long cancer free elyc want remind everyon breast awar even year old breast cancer discrimin run km small way help friend rais money awar hope day woman endur elyc brendan nbcf hero swipe right want show support love regist challeng today nbcf org au fundrais https nbcf org au fundrais zerohero zerobi,1,,,,
490,,detect breast cancer earli main reason mani women surviv breast cancer diagnosi free mammogram made huge differ research continu work discov even better way detect breast cancer sensit mammographi innov harm touch screen detect tumour dens breast tissu research key earli detect save live http bit ly goqzkk http nbcf org au nation breast cancer foundat breast cancer need know detect research make differ utm sourc facebook utm medium social utm term utm content ie utm campaign research,0,,,,
491,,nbcf launch awar campaign metastat breast cancer first look australian know metastat breast cancer area research would like see happi hear find answer stop death metastat breast cancer top mind http bit ly pgnwj http nbcf org au research research nbcf focus metastat breast cancer utm sourc facebook utm medium social utm term utm content ie utm campaign metbc,0,,,,
492,,rene diagnos breast cancer week th birthday lose mum bowel cancer find breast cancer overwhelm heartbreak rene thought break news father brother daunt undergo surgeri radiat chemotherapi rene told januari year cancer free research chang outcom diagnos breast cancer help us make death breast cancer realiti zerobi,1,,,,
493,,go pink next month cannot wait go pink help australian impact breast cancer either wear shave colour rais fund let beat breast cancer togeth make pink pledg regist today,0,,,,
494,,week celebr year cancer free barb found anoth lump second round life chang news ever want receiv focus spread awar research futur generat experi help fund futur women visit http bit ly loxxkv donat today zerobi myresearchstori,1,,,,
495,,nbcf fund research dr dinni graham westmead institut medic research take facebook page next minut readi answer question research advanc tripl negat breast cancer submit question ad comment post dr graham respond mani question research possibl info dr graham research bit ly drgraham project,0,,,,
496,,shane mum jenni diagnos stage metastat breast cancer septemb breast cancer metastasis bone spent month hospit go gruell treatment although jenni diagnosi termin approv new type treatment decreas size tumour improv qualiti life shane rais fund nbcf support mum vital research improv outcom diagnos metastat breast cancer strongertogeth zerobi,1,,,,
497,,tough time never last tough peopl robert h schuller mondaymotiv,0,,,,
498,,promis new studi seen new drug combin standard treatment effect kill cancer cell tripl negat breast cancer notori aggress hard treat strong result studi fund nation breast cancer foundat suggest treatment could explor clinic trial http bit ly f w yi,0,,,,
499,,youv got win event fit level sign today walk run breast cancer mdc,0,,,,
500,,adventur plan join group incred men women trek el camino spain trek take place next year place fill quick hand place left adventur lifetim regist avoid miss out,0,,,,
501,,tamoxifen still effect compar endocrin target agent determin patient respond effect perplex doctor research time new research shed light issu,0,,,,
502,,nbcf fund project see victorian women breast cancer receiv world first combin treatment design delay tumour growth make cancer cell disappear research worldfirst,0,,,,
503,,year old summer made brave decis shave head game chang breast cancer research angela summer mum diagnos breast cancer year angela hair start fall chemo decid shave that summer knew want support mum summer true hero hit fundrais target hour fundrais page go live join us thank summer inspir support want brave shave https nbcf org au fundrais zerohero zerobi,1,,,,
504,,sinc nbcf incept australian live save breast cancer without continu invest world class research live would lost support continu invest cut edg research project achiev death breast cancer join mission today give nbcf org au donat https give nbcf org au donat zerobi,0,,,,
505,,let make help us make screen stat higher octob share post famili friend remind attend regular breast check screen earli detect best way beat breast cancer bebreastawar zerobi bcam,0,,,,
506,,fund brca test avail high risk patient without queue public system travel long distanc public famili cancer clinic find http bit ly lmpliu,0,,,,
507,,like say big thank long term support judi adam judi support nation breast cancer foundat twelv year today congratul achiev incred rais nbcf made huge impact communiti tasmania reach busi media individu organis support goal death breast cancer judi organis countless event big small includ pink ribbon breakfast shannon take top car show light hobart pink lumin hobart annual mmib pink cup mani judi demonstr incred commit fund breast cancer research join group support trek spain part path toward cure el camino judi put incred success afraid reach afraid think outsid box creativ never afraid approach other ask support help worst happen say well done judi support hobart fundrais committe without you,1,,,,
508,,research project fund nbcf verg signific breakthrough prevent treatment secondari breast cancer thank support donat help us continu fund life chang breast cancer research,0,,,,
509,,cannot chang yesterday chang today mondaymotiv,0,,,,
510,,join squat challeng start week join stay activ rais fund life save breast cancer research regist today let squat breast cancer research http bit ly squatchalleng https fundrais nbcf org au event squat challeng homeutm sourc facebook utm medium cpc utm campaign nbcf sc elev ad,0,,,,
511,,get word go pink pledg today share post ask colleagu friend famili sponsor everi dollar rais anoth step toward goal death breast cancer togeth beat it,0,,,,
512,,dian diagnos inflammatori breast cancer dian mother uncl breast cancer test result brca faulti gene negat day initi cancer diagnosi concern problem dian lung led anoth biopsi show breast cancer metastasis dian continu regim medic inject nodul lung reduc signific togeth help chang outcom everyon diagnos metastat breast cancer zerobi,1,,,,
513,,readi next big challeng hike great wall china crew flight stay includ travel cost regist http bit ly x ho https inspiredadventur com au event nbcf china utm sourc facebook utm medium social utm term sport fundrais utm content rc utm campaign chinatrek,0,,,,
514,,everi cloud silver line cloud alway claudia nbcf speaker mondaymotiv,0,,,,
515,,group senior breast cancer research work togeth rais awar issu around breast densiti hope improv cancer diagnosi health outcom women,0,,,,
516,,go pink june stop breast cancer make downtim meaning june go pink rais fund breast cancer research regist today receiv free fundrais home host kit get start keep social distanc still make big differ sign today,0,,,,
517,,metastat advanc breast cancer lead caus breast cancer death occur breast cancer spread beyond site breast make far difficult treat make chanc surviv signific lower strive toward death breast cancer biggest research challeng prioriti research busi creat new realiti breast cancer awar month need help fund support save live donat today http nbcf org au,0,,,,
518,,meet mei ling bill last year year age diagnos breast cancer even mastectomi month chemo week radiotherapi still cant believ happen women diagnos breast cancer stat simpli high run citi surf sunday group closest friend famili part team mccabe rais nbcf late purchas entri citi surf fundrais enter select nation breast cancer foundat chariti http citi surf com au,1,,,,
519,,morn said good luck goodby incred jake ward start whop km challeng gold coast jake aim run km day reach hometown cranbourn becam involv nbcf cousin samantha pass away breast cancer year old year later aunti vera diagnos unfortun pass away recoveri although cannot bring back inspir strong say jake will put bodi epic journey help fight diseas jake third major challeng nbcf achiev year rais incred nbcf date thank jake support jake ward kms cure cancer bit ly f dt,1,,,,
520,,women treat breast cancer experi earli onset menopaus nbcf welcom new inform releas cancer australia specif recommend appropri manag often distress side effect treatment,0,,,,
521,,thank partner malvern star support life chang breast cancer research celebr launch pink bike wisp cruis local area pink style help rais fund breast cancer research http bit ly gdrjxp http www malvernstar com au bike wisp,0,,,,
522,,excit new research fund nbcf could mean women need inject reduc risk develop breast cancer,0,,,,
523,,major new studi gene caus breast cancer came today ceo dr sarah hosk say result could take futur breast cancer manag treatment option whole new level http bit ly w kpi http nbcf org au news research news scientist say near perfect pictur genet event caus breast cancer utm content articl geneticev utm medium social utm term articl cmarcomm cresearch utm sourc facebook,0,,,,
524,,mission death breast cancer big goal ask host pink ribbon breakfast octob join movement lead charg sign now,0,,,,
525,,understand peopl live cancer find physic emot social effect diseas stress new research found stress act fertilis tumour help spread bodi,0,,,,
526,,breast cancer awar month shine light final australian women diagnos breast cancer reach year surviv mark mission death breast cancer hope see surviv rate reach fund world class research includ continu focus invest treatment resist metastat tripl negat breast cancer research project nbcf ceo professor sarah hosk nbcf fund research prof elgen lim face support final percent join us journey find https nbcf org au news nbcf reveal impact breast cancer death final percent reach year surviv rate zerobi breastcancerawarenessmonth,0,,,,
527,,nbcf fund help dr kara britt progress new drug help reduc side effect breast cancer treatment improv health outcom drug increas level protein delay develop prevent form breast cancer whilst reduc fast tumour grow potenti life chang develop could work treatment vari stage diseas zerobi,0,,,,
528,,earli bird registr women super mother day classic open sign februari receiv special earli bird discount http bit ly kvedud mdc walkalloverbreastcanc,0,,,,
529,,let anyth ever dull sparkl,0,,,,
530,,brave mondaymotiv,0,,,,
531,,nbcf fund research dr jennif stone launch pilot breast densiti young women hope reduc cancer risk later life increas breast densiti strongest predictor breast cancer risk older women much known younger popul dr stone say identifi factor link breast densiti could help inform primari prevent strategi cancer assist earli detect look women particip studi,0,,,,
532,,research news new studi show chronic stress fuel cancer growth nbcf fund research associ professor erica sloan work extens area focus develop drug block effect stress read full news stori http ow ly lyit ptsoi zerobi breastcanc,0,,,,
533,,scientist discov new test potenti identifi women risk breast cancer relaps year later http bit ly hmootj,0,,,,
534,,new research find chemotherapi breast cancer surgeri usual given reduc size tumour trigger cancer cell metastasis help research better understand role chemotherapi treatment lead better outcom women men metastat breast cancer http bit ly nn x,0,,,,
535,,breast cancer news recent result landmark australian pilot trial mammographi led nbcf fund research professor nehmat houssami show breast cancer detect rate higher standard mammographi new fund victorian state govern enabl innov breast imag technolog implement mid made avail women breastscreen victoria program call back assess posit screen professor houssami explain new technolog offer women call back test streamlin diagnosi women clear start treatment sooner anticip new technolog speed diagnosi provid better outcom women learn https nbcf org au news research news breast cancer detect mammographi zerobi,0,,,,
536,,alex claudia mum cathi diagnos breast cancer year old year cathi remiss cancer eventu spread breast area bodi initi given life expect around year brave fought year pass away octob alex nbcf communiti ambassador held fundrais event memori mum rais game chang breast cancer research stop plan anoth event thank alex progress possibl zerobi zerohero bcam breastcancerawarenessmonth,1,,,,
537,,join us celebr dr fisher life impact futur breast cancer treatment new york research dr fisher sad pass away last week year old time transform way breast cancer treat show earli stage cancer could treat simpler surgeri treatment chemotherapi hormon drug could extend patient live bring end radic mastectomi https www nytim com scienc dr bernard fisher dead html,1,,,,
538,,meet jacqui full time legend go pink particip alreadi rais incred jacqui younger sister chrissi breast cancer dye hair shes treatment jacqui step younger sister commit go pink die hair pink rais fund super sibl break jacqui heart see sister live breast cancer sign go pink import know fund rais go toward fund game chang breast cancer research motiv need great work jacqui absolut champion,1,,,,
539,,way support moniqu precious daughter law realli tough journey leoni chosen step breast cancer support daughter law everyon differ stori tell whether your take part health love support breast cancer communiti grate us everi step take bring us closer end breast cancer death let go journey togeth make real impact https fundrais nbcf org au event step up,1,,,,
540,,margo never expect cancer return refus let stop togeth sister margo host pink ribbon breakfast rais nbcf mondaymotiv breastcancerawar,1,,,,
541,,tag friend love go fundrais adventur part help rais fund breast cancer research join us trekk great wall china flight accommod includ travel cost grab friend regist http bit ly vlwrac,0,,,,
542,,hope day breast cancer someth talk histori lesson lisa nbcf speaker mondaymotiv,0,,,,
543,,celebr year support breast cancer chariti ghd collabor tattoo artist david allen creat origin floral design base acclaim work conceal mastectomi scar grace mother diagnos breast cancer young age went doubl mastectomi reconstruct trust david conceal scar empow take back control cancer took away everi sale ink pink collect goe nbcf shop today https www ghdhair com au pink mytattoomystori ghdpink ghd tattoo mastectomi,1,,,,
544,,year women men receiv overwhelm news breast cancer lose life stop death diseas need fund research fund research need tax deduct donat today save live http bit ly sijfc,0,,,,
545,,nbcf look grandmoth affect breast cancer granddaught will speak famili experi breast cancer excit video opportun would like highlight import life chang research share stori pleas send us privat facebook messag bit stori contact detail touch direct,0,,,,
546,,nbcf fund research dr sam oak uncov new way halt spread breast cancer bodi team show first time well known surviv protein import spread breast cancer tumour block protein use combin alreadi avail drug decreas cancer spread http bit ly hkmoav http nbcf org au news featur news better new combin approach halt breast cancer spread utm content articl comboapproach utm medium social utm term articl cmarcomm cresearch utm sourc facebook,0,,,,
547,,day make breast cancer awar month octob australian diagnos breast cancer die diseas still need help end month pleas donat today still much do,0,,,,
548,,today year student launceston grammar continu year old tradit walkathon km walk hour delorain mowbray tasmania year student chosen support nation breast cancer foundat show support encourag student approach half way point thank much student involv rais fund breast cancer research it,0,,,,
549,,pink realli new black alreadi halfway go pink week absolut love hear see rais fund breast cancer research thank help us move closer ultim goal death breast cancer zerobi gopink,0,,,,
550,,interest cut edg breast cancer research develop june nbcf host exclus onlin webinar world renown breast cancer expert oncologist professor judi garber dana farber cancer institut boston usa judi share insight latest research develop breast cancer treatment prevent genet space limit avoid disappoint regist today https nbcf org au webinar,0,,,,
551,,know treatment impact lifestyl women like lisa diagnos breast cancer wish best breast cancer journey,1,,,,
552,,superstar want mother day get team superstar togeth help rais fund life chang breast cancer research women super mother day classic get pink mdc regist http bit ly ltgmur,0,,,,
553,,statist talk number women affect mention effect peopl love parent children sibl extend famili friend wife tracey diagnos breast cancer late told spread liver lung first pain watch partner go ongo pain metastasi spread cancer breast spine rib liver lung second fear fear lose sooner rather later alon andrew husband tracey diagnos valentin day join us recognis person support someon shown love difficult time thank research hope see world fear die breast cancer get togeth zerobi valentin,1,,,,
554,,tripl negat breast cancer tnbc affect women breast cancer high level treatment resist way manag professor rob baxter team discov way inhibit repair dna damag caus chemotherapi mean dose chemotherapi becom effect kill cancer cell read https nbcf org au news improv respons chemotherapi women tripl negat breast cancer zerobi,0,,,,
555,,need help part excit partnership year floriad need thousand pink ribbon made use symbol hope support affect breast cancer ask get creativ part someth big find get involv http bit ly gjiusm,0,,,,
556,,here happynewyear,0,,,,
557,,week rais awar male breast cancer menshealthweek know men need breast awar peter thought infect right breast lump side nippl diagnos breast cancer peter mammogram mastectomi follow month chemo year peter told clear doctor said chanc return figur weigh heavili mind fear recurr real australian remiss breast cancer journey mission mean need fear die diseas join us today give nbcf org au donat https give nbcf org au donat zerobi,1,,,,
558,,earli detect key save live vital attend regular breast screen check know breast cancer miss screen fund project use state art technolog improv screen method mammographi genet test identifi risk develop breast cancer earlier breast cancer detect greater chanc surviv zerobi breastcheck bebreastawar nationalbreastcancerawarenessmonth,0,,,,
559,,today lymphoedema awar day know third australian women newli diagnos invas breast cancer develop breast cancer relat lymphedema swell arm bcrl help allevi nbcf fund research professor juli steel univers wollongong led innov project develop world first lymph sleev made smart materi mimic experi self massag design women wear daili help boost effect treatment laser therapi medic massag result professor steel research lymph sleev patent commercialis help rais awar share post lymphoedemaawar lymphoedemaawarenessday zerobi,0,,,,
560,,call trekker registr trek great wall china close limit spot left now chanc tick bucket list flight accommod includ travel cost grab besti travel solo embark adventur lifetim http bit ly nq kmt https inspiredadventur com au event nbcf china,0,,,,
561,,trekk lot like walk better flight accommod includ travel cost regist today trek great wall china http bit ly tiqmkw https inspiredadventur com au event nbcf china,0,,,,
562,,australian research step closer breast cancer prevent show inflamm contribut increas breast densiti associ woman risk develop breast cancer,0,,,,
563,,maria allen set goal rais shave long beauti brown hair name breast cancer research communiti townsvill support much help beat target rais grate peopl like maria look big smile fresh new thank maria,1,,,,
564,,mark mother jillian diagnos stage iv metastat breast cancer march initi breast tumour spread liver lymph node unfortun caus pass away year later jillian start chemotherapi immedi diagnosi sad tumour liver advanc aggress treatment appropri nullifi mark becam nbcf communiti ambassador make tangibl impact live other go breast cancer zerobi,1,,,,
565,,womensupportingwomen breast cancer journey tag woman stronger togeth zerobi empoweredwomen,0,,,,
566,,ell year old diagnos breast cancer octob last year ell knew breast cancer famili year old thought young anyth worri join go pink ell rais vital awar fund breast cancer research good hair look die hair comment make sure tag us photo video gopink zerobi,1,,,,
567,,lorna first diagnos tripl negat breast cancer june daughter month old follow week chemotherapi radiotherapi lorna follow scan show sign cancer similar mani women aggress form breast cancer return whilst go breast cancer journey lorna want becom nbcf communiti ambassador help rais awar fund research zerobi breastcanc,1,,,,
568,,look last minut mother day gift miss alreadi ultim friendship stori blu ray dvd surpris mum get big w bit ly mya bigw https www bigw com au product miss alreadi p wcc utm sourc nbcf facebook utm medium nbcf social utm content nbcf mya mothersday,0,,,,
569,,approxim breast cancer case caus faulti gene mutat hand generat brca brca gene mutat well known involv famili breast cancer famili breast cancer explain chang gene research critic identifi undiscov gene zerobi,0,,,,
570,,women spend hour per month hair equal import pay attent breast earli detect key save live exact ghd launch take control pink collect rais awar breast cancer young women encourag breast awar women age diagnos breast cancer year juli buy limit edit styler hair dryer support game chang breast cancer research shop rang today www ghdhair com au pink https www ghdhair com au pink ghdpink zerobi takecontrolnow,0,,,,
571,,breast cancer current diagnos cancer australia affect mani peopl includ gen gran beat breast cancer twice gen choos colour rais fund peopl like gran love go pink show stand solidar amaz women brave famili make pledg www gopink org au fundrais save live,1,,,,
572,,carl wife natasha pass away breast cancer begin half year journey natasha diagnos daughter nevaeh month old sad nevaeh rememb mum sick carl climb everest base camp memori natasha rais fund research know challeng noth compar natasha went breast cancer journey take challeng make sure lose love breast cancer find http ow ly cslh xkcjd zerobi strongertogeth,1,,,,
573,,keith wife pat diagnos breast cancer year later follow radiotherapi hormon treatment pat given clear cancer seem like distant memori pat found cancer return spread unfortun stori uncommon keith want rais fund help stop death diseas climb sydney harbour bridg rais incred make last impact keith make differ without bridgeto zerobi,1,,,,
574,,women die day breast cancer australia help chang odd mission death breast cancer let end togeth zerobi,0,,,,
575,,nbcf welcom news new medicar rebat allow australian diagnos breast ovarian cancer test brca brca gene nbcf fund research includ professor ian campbel professor john hopper professor melissa southey play role signific improv test mechan brca brca gene well discov gene beyond contribut increas breast cancer risk visit http nbcf org au year full list research mileston yearsofimpact,0,,,,
576,,break news new cancer australia statist reveal year breast cancer surviv rate increas sinc start year ago invest million target breast cancer research project money rais entir australian public time surviv rate increas progress proud job done world nobodi lose life breast cancer continu support uncompromis goal remain death breast cancer us zerobi,0,,,,
577,,earli bird catch worm discount entri price earli bird registr open mother day classic wait sign sign today http bit ly bzexz mdc,0,,,,
578,,despit campaign nbcf almost year noth could prepar jane news would women diagnos breast cancer reveal today,1,,,,
579,,australia women diagnos breast cancer lifetim let chang terribl statist host pinkribbonbreakfast help us rais fund life chang breast cancer research bit ly prb changethestat,0,,,,
580,,covid news nbcf fund research associ professor elgen lim professor nehmat houssami professor sheren loi provid advic breast cancer patient coronavirus outbreak view covid fact sheet https nbcf org au news covid fact sheet breast cancer patient zerobi coronavirus covid,0,,,,
581,,breast cancer incid rise affect women young women diagnos breast cancer australia young women everi day support creat futur without fear breast cancer research way donat today give nbcf org au donat https give nbcf org au donat zerobi,0,,,,
582,,women estrogen fuell breast cancer treatment stop work research believ could tumour evolv adapt produc fuel suppli mean treatment longer effect hope horizon adapt discov research focus develop test identifi women affect potenti save live,0,,,,
583,,last chanc regist noosa triathlon multi sport festiv octob next week join team nbcf receiv entri fee sold event free team nbcf cap click link reserv place team nbcf,0,,,,
584,,call australian explor look adventur hike cure great alpin walk true alpin experi see rough yard hold muster cattl simpl hut built cattlemen follow train cattl travers valley high plan highlight includ climb mt feathertop second highest peak victoria enjoy panoram view way australian alp place left incred trek regist avoid miss out,0,,,,
585,,nbcf fund research discov new blood test could detect breast cancer earli research breakthrough,0,,,,
586,,reach daili step goal make differ august walk run step per day throughout month august rais money breast cancer research entri free,0,,,,
587,,support breast cancer research add answer comment mywhyforresearch zerobi,0,,,,
588,,stronger togeth exact mother day classic bring thousand australian togeth year help stop breast cancer track get friend famili togeth find event near rais money fund research make death breast cancer realiti https nbcf org au fundrais explor fundrais opportun mother day classic mdc makeitmeanmor zerobi,0,,,,
589,,breast cancer becam person juli driven creat biggest pink breakfast event grow everi year octob becam biggest backyard event ever rais life chang breast cancer research host event rais fund next breast cancer breakthrough take action way regist today http nbcf org au fundrais zerohero,1,,,,
590,,purchas nbcf merchandis onlin usabl shop bag pen notebook someth everyon buy item gift sell offic shop communiti group help us toward mission death breast cancer https merchandis nbcf org au,0,,,,
591,,research shown breast cancer start spread away breast origin tumour late stage develop,0,,,,
592,,real men wear pink back june challeng men communiti name price rais million nation breast cancer foundat australian research continu find way prevent breast cancer let everyon know pink youll dare go regist http bit ly n tja http realmenwearpink org au utm sourc facebook utm medium social utm campaign rmwp utm content rc realmenwearpink,0,,,,
593,,zahriya mum diagnos breast cancer year old sad pass away year later time zahriya year old year zahriya inspir shave head memori mum suppport much need research lose mum breast cancer join mission start fundrais today nbcf org au fundrais https nbcf org au fundrais zerobi,1,,,,
594,,what pink delici help stop breast cancer pink ribbon breakfast cours join movement fun host pink ribbon breakfast friend breakfast could help save life sign today www pinkribbonbreakfast org au pinkribbonbreakfast,0,,,,
595,,diagnos stage breast cancer day christma annual mammogram underw round chemo thirti round radiat complet treatment last friday mani tear anxieti high treatment abl best friend husband side help much post journey facebook page well join breast cancer facebook group connect women go battl bless mani prayer warrior true hero medic field although treatment still follow appoint month evalu cancer gone still concern covid visit remain hope prayer im everyth possibl keep well still abl visit friend famili travel rollercoast big year husband th wed anniversari th birthday celebr,1,,,,
596,,meet momi tripl negat breast cancer survivor volunt us convoy hope hilo hawaii thrill empow women tool save life full hope joy share live everi day live everi day best can,1,,,,
597,,im year old diagnos invas ductal carcinoma decemb diagnos everyth seem move pretti quick singl left mastectomi late januari short start undergo chemotherapi round left chemo complet definit surreal time undergo treatment tri time say least im thank local support group connect facebook onlin group lifelin time,1,,,,
598,,june found lump right breast next day doctor appoint follow mammogram ultrasound next week biopsi day later receiv phone call work confirm breast cancer diagnos metaplast breast cancer less breast cancer patient stage lymph node clear took minut cri head desk stood told boss ive got fight first chemo treatment june continu find strength handsom son amaz rock husband wish christina best luck continu journey treatment,1,,,,
