,Message,Narrative,,,,
,"Join us in our Bold Goal of reducing breast cancer deaths by 50% by 2026. From April 10 – May 31, Simon is offering customers the opportunity to receive a discount card valid at participating stores by making a $10 donation to Komen. Donate now and be #MoreThanPink: http://bit.ly/2mCtpkV",,,,,
,"We are proud to partner once again with IndyCar Series driver Pippa Mann for the 101st running of the #Indy500! On May 28, Pippa’s car, firesuit and helmet will don the Komen logo at the world’s largest sporting event—and all month long she will be joining in the race to end breast cancer. Pippa is asking everyone to #GetInvolved to help her raise money for national breast cancer research and local community programs. Learn more: http://www.ebay.com/rpp/pippa-mann",,,,,
,"Roughly 1 in 8 women in the U.S. will be diagnosed with breast cancer in her lifetime. For many of those who are diagnosed yoga can help reduce stress and give them a sense of control over their bodies. Join us & Manduka Mother's Day weekend for #projectOM, an initiative to get one million people nationwide joining in solidarity for donation-based yoga classes to fight breast cancer. To find a project:OM class near you and SIGN UP here: http://bit.ly/iprojectomclassfinder:=:https://www.manduka.com/pages/projectom",,,,,
,Komen’s work on Capitol Hill to make breast cancer a priority among policymakers is crucial for survivors and their families! Learn more about Komen’s advocacy work: http://sgk.mn/1FlD3su #KomenAdvocacy,,,,,
,"Now is your chance to have your donation doubled and help fuel research into one of the most aggressive forms of breast cancer, inflammatory breast cancer! Through the end of the month, the Milburn Foundation and Inflammatory Breast Cancer (IBC) Research Foundation will match all donations to Komen up to $50,000 to help us meet our fundraising goal of $200,000. All matched funds will support IBC research. Make your impact today: http://bit.ly/1PnOn2C",,,,,
,"It is critical that patients have access to effective therapies to not only attempt to save their lives, but also to improve their quality of life. komen.org/morethanpink #MoreThanPink",,,,,
,"Your generosity this holiday season helps fuel our mission to end breast cancer forever! Think about the impact you can make on someone’s life, like the Silvas. Thanks to Heron Therapeutics' gift of $250,000 and a pledge to match dollar-for-dollar, up to $1 Million, every donation made through 12/31 will make twice the impact: http://bit.ly/1PnOn2C:=:https://secure.info-komen.org/site/Donation2;jsessionid=95816F511592523560F6F55C71CDF676.app30109b?df_id=19029&mfc_pref=T&19029.donation=form1&s_src=OrganicSiteDonationsFacebookSocialDonateCTA?utm_source=OrganicSiteDonations&utm_medium=Facebook&utm_campaign=SocialDonateCTA #MoreThanPink",,,,,
,"We're proud to support Dr. Nikhil Wagle, a 2015 Komen Career Catalyst research grantee, and his research shedding new light on estrogen receptor-positive (ER+) breast cancer that has become resistant to therapy and metastasized. Learn more about this exciting new research: http://sgk.mn/2h3af4y #SABCS16",,,,,
,Hear from breast cancer survivor and Ford Warriors in Pink Model of Courage about how the smallest of gestures can make the biggest impact. #MoreGoodDays. http://bit.ly/2fMFL4K:=:https://www.parents.com/parents-magazine/parents-perspective/this-mom-is-bringing-moregooddays-to-fellow-breast-cancer/,,,,,
,Giving Tuesday is winding down but there's still time to make an impact! Every dollar helps us get to our Bold Goal. Make an impact and tell us why you give: http://bit.ly/2f3C8fl #MyGivingStory #GivingTuesday,,,,,
,"Komen grantee, Dr. Rena Pasick, works across the country addressing the challenges of breast cancer. Watch to learn more about one of her latest research projects focusing on her community outreach program in African American churches. #BlackHistoryMonth",,,,,
,Looking for a way to make an impact in the fight against breast cancer? Find a Race for the Cure event this Spring near you. You can make a difference! http://bit.ly/K8Pj5J:=:http://apps.komen.org/raceforthecure/,,,,,
,"Today, we start a new comprehensive series with Komen Scholar Dr. Olufunmilayo Olopade about racial disparities in breast cancer treatment and outcomes. Read the first installment. http://bit.ly/1mIvFWB #breastcancer",,,,,
,"Actions speak louder than words - Sign up now, raise funds and GO PINK this June to stop breast cancer taking the people we love. http://bit.ly/GoPink19:=:https://fundraise.nbcf.org.au/event/go-pink?utm_source=facebook&utm_medium=cpc&utm_campaign=elevate& Who will you GO PINK for? #ZeroBy2030 #GoPink",,,,,
,"#10YearChallenge Breast cancer is now the most commonly diagnosed cancer in Australia. Diagnosis rates continue to increase as a result of a growing, ageing population. There have also been improvements in breast cancer screening and early detection which research has helped to progress. The earlier breast cancer is detected, the greater the chance of better outcomes for those affected. Only 50% of women attend regular breast screening mammograms. Let’s make it 100% - share this post with your family and friends and remind them to have regular breast checks. Because early detection is the best way to beat breast cancer. #BeBreastAware #BreastCancerResearch",,,,,
,"New global cancer stats have revealed that one person dies from breast cancer and four new cases are diagnosed every single minute. You can help us change the stats. Share this post, and pledge your support for breast cancer research today. http://nbcf.org.au #ZeroBy2030",,,,,
,"The Women in Super Mother's Day Classic is back again on Sunday 8 May! It's the biggest fun run and walk for breast cancer research in Australia and it’s getting bigger every year with more than 100 locations from capital cities to regional locations around the country! With 1 in 8 Australian women diagnosed with breast cancer in their lifetime, we’re helping our mums, sisters, wives, friends and ourselves face a better, healthier future. Head to: bit.ly/mdc2016 to sign up today and make a difference this Mother’s Day. #MDC2016",,,,,
,"ME’s Pink everyday transaction account holders have so far donated over $1million to the National Breast Cancer Foundation. They’re bucking it forward to help fund research by Prof Alexander Dobrovic, aimed at improving breast cancer detection. All just by tapping their Pink everyday transaction card. Turn every transaction into action, and ME will quadruple your 1c donations to 4 cents every time you tap your Pink Buck card in October. #ZeroBy2030",,,,,
,1 in 7 women will be diagnosed with breast cancer in their lifetime. Our mission of Zero Deaths from breast cancer by 2030 means women will no longer need to fear dying from this disease. Because we hope no-one will die from it. Researchers can only get there with your support. Join our mission today at nbcf.org.au/donate:=:https://nbcf.org.au/donate/ #ZeroBy2030,,,,,
,"Wendy was just six-years-old when she lost her mum to breast cancer. Now, aged 42, Wendy recently ran her first marathon in honour of her late mother. Since she started training, Wendy ran more than 800km and raised more than $2000 for breast cancer research! “The most rewarding part is knowing that the money I raise will go to working towards zero deaths from breast cancer by 2030. If it means that there is even one other child out there that gets to grow up with their mum or dad still around then it is all worth it.” Become a Zero Hero like Wendy. Find out how today: https://nbcf.org.au/fundraise/ #ZeroBy2030 #ZeroHero",,,,,
,We would like to acknowledge the incredibly talented Australian actress Penny Cook who passed away last week. Our thoughts are with her family and friends at this time: https://www.skynews.com.au/details/_5983753922001?mid=1,,,,,
,"Breast cancer is now the most common cancer facing Australian women with 48 facing a diagnosis each day. It also has the highest incidence of all cancers in Australia. Breast cancer diagnoses have increased due to the national breast screening program, changing lifestyles and our increasing population, but the good news is that survival from breast cancer is also improving. Research into preventing breast cancer and better treatments can help reach our goal of zero deaths from breast cancer by 2030. http://bit.ly/2sfJbs1",,,,,
,"""If I had been diagnosed just 10 years prior, and not been able to receive Herceptin, my fate would have been decided for me."" Natalie was one of the lucky ones. But more breakthroughs like this are desperately needed for the thousands of women who are still dying each year. Donate to breast cancer research at http://bit.ly/2s55Tj9",,,,,
,"It is with great sadness we share that Wollongong doctor and Illawarra ambassador for the National Breast Cancer Foundation, Dr Margaret Gardiner passed away on Friday with her three sons Gerald, Edward and Dominic Riordan by her side. Margaret was diagnosed with breast cancer in November 2000. Margaret fought breast cancer in private, but also in public. She was inspiring advocate in the Wollongong area raising awareness and funds for research for over 15 years. She founded the annual Wollongong Mother’s Day Classic event, turned the iconic lighthouse pink, and held countless fundraising events to support breast cancer research. Margaret was role model for many women who, like her, refused to let breast cancer dictate their lives. Margaret was relentless in her battle to ensure that one day nobody is forced to face cancer, and she was passionate in her belief that every cent donated to research brings us a step closer to a cure. Her love, strength and passion will be fondly remembered and greatly missed, and is a driving force for us to continue to push forward with our mission. Margaret’s lasting legacy is the research she made possible through her tremendous fundraising efforts which we are forever grateful for. Our thoughts are with her boys as we know how dearly she loved you. A special tribute page has been set-up by her family for those wishing to make a donation in her memory. https://give.everydayhero.com/au/drmargaretgardiner",,,,,
,"Sinead had surgery just weeks before Christmas, then started chemotherapy which left her body so weak she was unable to fight off a normal cold and developed a life-threatening infection in her lungs. It was very hard time, but Sinead remained hopeful the treatment would be successful. “Breast cancer has taught me never to take life for granted. Every minute I have with my husband and my children is precious.” This Christmas make a donation to breast cancer research to help people like Sinead affected by the disease.﻿",,,,,
,"Where will you be this time next year? Join NBCF in Spain on the Path Towards a Cure: El Camino! This incredible 10 day adventure will take you from Sarria to Santiago under the Spanish sun, while you raise funds for life-changing breast cancer research.",,,,,
,"During April we saw research into potential vaccines for breast cancer, new genetic drivers, studies on treatment trends, and the good news that tamoxifen will be available as a preventative treatment for high-risk women.",,,,,
,"Megan’s mum was diagnosed with triple negative breast cancer in 2013. She underwent treatment and had around a year cancer free before being diagnosed with stage IV breast cancer in 2015. Megan sadly lost her beautiful Mum in early 2016. Megan has taken part in HBF Run for a Reason every year since 2016 in memory of her mum. Although this year’s event is cancelled, Megan is still training hard for her half marathon and will honour the donations she has received. Events may be cancelled, but you can still Step Up to breast cancer this August by completing 10,000 steps a day: http://ow.ly/QATg50AdUs8:=:https://fundraise.nbcf.org.au/event/step-up/home? #ZeroBy2030",,,,,
,RESEARCH NEWS: NBCF funded researcher Dr Adam Walker from NeuRA - Neuroscience Research Australia has discovered a potential new treatment for ‘chemobrain’ https://nbcf.org.au/news/new-potential-clear-fog-chemobrain/,,,,,
,"Breast cancer is the most common life-threatening cancer facing Australian women, with 1 in 8 women diagnosed during their lifetime — mothers, sisters, wives, daughters and friends. With the Women in Super Mother's Day Classic just one week away, show your support for life-changing breast cancer research by signing up today at http://bit.ly/2pi1LJm",,,,,
,"We have something exciting to tell you…Real Men Wear Pink is coming! Pre-register at bit.ly/rmwp_signup:=:http://nbcf.org.au/real-men-wear-pink/ to raise $$$, get pinked and save lives.",,,,,
,Triple negative breast cancer (TNBC) is an area that prompts many questions because we don’t know as much about it as other types of breast cancer. That’s why we enlisted the help of NBCF-funded Dr Dinny Graham to talk about her research and advancements in this area and answer questions in real-time on our Facebook page. http://bit.ly/2gcQmrn:=:http://nbcf.org.au/news/research-blog/dr-dinny-graham-answers-questions-about-triple-negative-breast-cancer/?utm_content=article_dinnyrecap&utm_medium=social&utm_term=Article%2CMarcomms%2CResearch&utm_source=facebook,,,,,
,NBCF says congratulations to breast cancer clinician and researcher Professor Arlene Chan who has been nominated for Western Australia's Australian of the Year. It is great to see recognition of the good work that is being done in breast cancer.,,,,,
,#Thatmomentwhen you're waiting at the bus stop in a tutu! Show your support for all the women and men diagnosed with breast cancer. Sign up to #realmenwearpink and fundraise for breast cancer research!,,,,,
,"55 Australians are diagnosed with breast cancer every day in Australia. That's why our mission is as important as ever: Zero Deaths from breast cancer by 2030. Research is the only way. Don't forget, you can join the 55 Squat Challenge in March supporting the 55 Australians diagnosed each day. https://fundraise.nbcf.org.au/22VP6N:=:https://fundraise.nbcf.org.au/event/the-55-squat-challenge/home?utm_source=socialmedia&utm_medium=organic&utm_campaign=55squats& #ZeroBy2030",,,,,
,"Each year research provides incremental increases in our knowledge of how breast cancer grows and spreads. Together, this adds up to significant advances in diagnosis, treatment and ultimately prevention of breast cancer. One priority area on our journey to 2030 is new and improved treatment options for metastatic and triple negative breast cancer. One of many key focus areas hoping to shift the percentage of women who reach the five-year survival mark from 91 to 100 percent. #Final9Percent #ZeroBy2030 #PinkRibbonDay",,,,,
,"To put this stat into perspective, that's over 76,000 Australians who could lose a mother, father, daughter, son, sister or loved one through the next 10 years. Since our inception in 1994, we’ve invested $181M into 557 projects and the five-year survival rate for breast cancer has increased from 76% to 91%. But we can’t stop now. With the support of our community we are identifying, funding and championing world-class research - research that will help us detect tumours earlier, improve treatment outcomes, and ultimately – save lives. Join us on our journey towards Zero Deaths from breast cancer by 2030. #ZeroBy2030 #BCAM",,,,,
,"To mark Metastatic Breast Cancer Awareness Day, we are highlighting game-changing news from NBCF-funded researchers Associate Professor Elgene Lim, Dr Neil Portman, Dr Heloisa Milioli and Dr Liz Caldon who have uncovered a promising new treatment regime for advanced (metastatic) breast cancer. The team discovered that by suppressing the activity of a protein known as MDM2, it can increase the activity of the tumour-suppression protein p53 to prevent cancer spread. This may be applicable to as many as four in five patients with advanced ER+ breast cancers. Read more: https://nbcf.org.au/news/study-guides-next-generation-of-advanced-breast-cancer-therapy/ #ZeroBy2030 #Final9Percent",,,,,
,"Why is our mission of Zero Deaths from breast cancer by 2030 so important? To help save 3,000 lives every year. Without continued research, another 27,000 Australians will lose their life to breast cancer before 2030. To mark Women's Health Week, share this post to raise awareness for vital research towards Zero Deaths from breast cancer. #ZeroBy2030 #WomensHealthWeek",,,,,
,"The dance you do when you've reached your 10,000 steps for the day! We're nearly HALFWAY through Step Up to Breast Cancer and we are SO proud to see what our Super Steppers are achieving! We'd LOVE to see you looking awesome in your active wear, so share your pics with us in the comments below. Keep up the great work and we can all end breast cancer deaths together. 💪🏻 https://bit.ly/StepUpToBreastCancer:=:https://fundraise.nbcf.org.au/event/step-up",,,,,
,"When Ryan was only five years old, his mother was diagnosed with breast cancer. As a kid growing up, his mum put on a brave face, but the cancer returned multiple times and it spread to other parts of her body. Ryan doesn’t want another woman, mum or family to go through what they’ve been through. That’s why he’s now an NBCF Ambassador helping to spread the message that research is the only way to stop deaths from this disease. Happy Mother’s Day to all mums. #MothersDay #ZeroBy2030",,,,,
,"Karen was diagnosed with breast cancer in 2008. After recovering from her lumpectomy, Karen was told her journey wasn’t over. She needed a mastectomy and chemotherapy to treat the remaining cancer. During this time, all Karen could think about was the little things that mean so much, like being able to tuck her kids in bed at night. Karen is now cancer free and it’s thanks to your support that more people like Karen have been able to make memories with their families over the last 10 years. Will you help us end deaths from breast cancer in the next 10 years? Donate to research today give.nbcf.org.au/_donate:=:https://give.nbcf.org.au/_donate/ #10Yearsto2030 #ZeroBy2030 #10yearchallenge",,,,,
,"Jane was a young 36-year-old mother of two when she was diagnosed with breast cancer. Within 3.5 weeks of receiving her diagnosis, Jane underwent a bilateral mastectomy and immediate reconstruction. Thanks to continued research into detection, Jane can appreciate the present time with her family. Jane became a Community Ambassador because she wants to help other women, especially young women. Because breast cancer could and can happen to anyone. #ZeroBy2030 #NoTimeLikeThePresent",,,,,
,"Taylor’s mum was diagnosed with metastatic breast cancer last year and this inspired him to sign up to the Gold Coast Marathon to raise awareness and funds for breast cancer research. 42.2km is a huge challenge in itself but Taylor also managed to raise a game-changing $11,432 for National Breast Cancer Foundation. Thank you for taking us one step closer to zero deaths from breast cancer. #ZeroBy2030 #GCMarathon",,,,,
,"Mel is hosting a GO PINK ladies night next week for someone close to her heart...her mum. <3 ""My mum has tackled breast cancer twice in her lifetime. The first time she was only my age, early 30's, with four kids at home to worry about. The second time was after she has been in remission for 11 years. Unwilling to take more chances on her future, she had a double mastectomy. It was a tough time for our family. Financially, each day was a struggle as mum was unable to work. We were lucky to have some wonderful friends help us through. Thankfully, mum is doing really well now. She has the pleasure of watching her grandchildren grow up. I have also been tested for the genetic marker, and while I don't have it, I am still cautious and get tested every two years. I'm going pink because I've seen first hand how difficult this disease is for families and loved ones."" Join Mel and GO PINK next week to support Australians living with breast cancer. Who will you go GO PINK for? https://fundraise.nbcf.org.au/GO_PINK",,,,,
,"Tag someone you'd co-host a Pink Ribbon Breakfast with! Together, you'll be helping raise funds for breast cancer research, creating a better tomorrow for mothers, daughters, wives, sisters and friends. http://bit.ly/2xQ7LSd:=:https://pinkribbonbreakfast.gofundraise.com.au/?utm_source=facebook&utm_medium=social&utm_term=PRB&utm_content=IM_Peach&utm_campaign=PRB_0410",,,,,
,"NBCF-funded researcher, Professor Robin Anderson, is taking over our Facebook page for the next 45 minutes! She is ready to answer your questions about how research can help women with metastatic breast cancer. Submit your question by adding it as a comment to the post.",,,,,
,"Get your dream team together and join us on May 18th to climb the iconic Sydney Harbour Bridge! The National Breast Cancer Foundation has limited places on the inaugural Bridge to 2030: Climb for Breast Cancer Research, so don’t miss out on this unique engagement, team-building & wellbeing experience. By taking part you’ll be helping to raise $1 million to keep NBCF’s researchers on the road to discovery.",,,,,
,The possibilities are endless! #2017,,,,,
,"Wondering how you and your besties can support life-changing breast cancer research? Why not grab a group of friends and join us in Spain next year! We still have space on our Path Towards a Cure: El Camino trek, and we are looking for passionate people like you to join us on this adventure. Path Towards a Cure: El Camino is a once-in-a-lifetime opportunity to experience the colours and culture of Spain, meet incredible people, have fun and challenge yourself - all while helping the one in eight women diagnosed with breast cancer in their lifetime.",,,,,
,"Take part in #RealMenWearPink and fundraise for breast cancer research! Whether you’re a solo superhero or taking on a challenge with your team at work, you will make a real difference to all the women and men diagnosed with breast cancer.",,,,,
,"With so many headlines about the next breakthrough in breast cancer, it can be confusing knowing what to believe. We’ve put together some tips to help you cut through the clutter so you are more able to determine what is true, what has been hyped and what is misleading.",,,,,
,"There's adventure in store at NBCF in 2017! If you’re looking for excitement there’s no need to travel far from home; you can explore the beauty of the Australian Alps while making a difference on Hike for a Cure: Great Alpine Walk. By day you’ll discover lush green pastures, rolling plains and spectacular wildflowers as you traverse across Victoria’s highest peaks. By night you’ll enjoying hearty country meals while making yourself at home in some of Australia’s most scenic alpine villages. Along the way you’ll help fund breast cancer research to help NBCF work towards zero deaths from breast cancer by 2030, a goal which would see more women (and men) living longer with breast cancer, and with a greater quality of life. Start your adventure with Auswalk Walking Holidays today! bit.ly/24lC1wp:=:http://auswalk.com.au/walks/nbcf-hike-for-a-cure/?utm_source=NBCF_facebook&utm_medium=NBCF_social&utm_content=NBCFfb_IEpost22feb&utm_campaign=NBCFauswalk",,,,,
,"Celebrating its 13th year, the Pink Ribbon Cup Race Day on the Gold Coast raised an incredible $120,000 for game-changing breast cancer research. Founder and Organiser Robyn, alongside her dedicated team of volunteers, hosted an unforgettable day. We can’t make Zero Deaths from breast cancer a reality without the continued support of everyone involved in this event including all the 2020 sponsors and supporters that contributed to its success. Join us in thanking Robyn and everyone involved in the comments below. #ZeroBy2030",,,,,
,"Today marks the beginning of Breast Cancer Awareness month and you know what that means… It's time for Pink Ribbon Breakfast! 😃 Don’t forget to hashtag '#PinkRibbonBreakfast' with your social pics so we can see your fabulous brekkie spread! By hosting a Pink Ribbon Breakfast this October, YOU are helping to raise funds for breast cancer research and bringing us closer to our goal of zero deaths by 2030. We hope you have a blast!",,,,,
,"The t-shirt says it all. We are stronger together. In just over one week, Jonathan is running 42km to support NBCF. His mum was first diagnosed with primary breast cancer in 1996 but after being in remission for 23 years, the cancer returned just last year. This time she was diagnosed with metastatic breast cancer and Jonathan is thankful she has been able to access treatment to extend and improve her quality of life that would not have been available today if it wasn't for continued research and advances. “My mum is my motivation to fundraise as together we can help raise awareness and support for the thousands of other families that have been or are currently going through the same challenges from breast cancer every day.” Jonathan, NBCF Zero Hero. If you are feeling inspired, visit the link in our bio and set yourself a personal challenge today. #ZeroBy2030",,,,,
,"There's only 1 WEEK TO GO before YOU Step Up to Breast Cancer! 😮 Challenge a friend to join you NOW and become Super Steppers together. 😎 Choose to walk or run 10,000 steps a day this August for your health and wellness! Raise vital funds for breast cancer research and help change lives every step of the way. 👟 Catch you next week! 😃",,,,,
,"Mitch, like many of us, has seen the impact a breast cancer diagnosis can have on a family after his mother-in-law was diagnosed. To show his support, he pledged to run 100km during the month of May. He pledged to raise $3,000 for NBCF but has now exceeded 200% of his target, raising over $7,000 for game-changing breast cancer research. Join us in thanking Mitch for supporting our mission of Zero Deaths by 2030. #ZeroBy2030 #ZeroHero",,,,,
,"NBCF Zero Hero Michael has become the first person to swim breaststroke 40km across Lake Taupo in New Zealand and he did it in just over 20 hours. And this wasn’t his first challenge for NBCF – completing 6km across Darwin Harbour (alongside crocodiles and deadly stingers!) in 2018. He takes on these challenges in memory of his sister Susan who lost her life to breast cancer in March 2017. We love seeing people set their own incredible challenges to support breast cancer research. Michael has raised over $30,000 to take us one step closer to our goal: zero deaths from breast cancer by 2030. Want to take on your own challenge? Let us know today: http://ow.ly/MASv50yEkmS:=:https://fundraise.nbcf.org.au/become-a-zero-hero-challenge #ZeroHero #ZeroBy2030",,,,,
,"Calling all Tradies! Fancy winning Bisley workwear for your whole company? Host a Tradie Tea Party and be in with a chance to win prizes valued at over $60,000 from Bisley Workwear, STANLEY Tools Australia and CrossRay+ BBQ Australia. All whilst helping us stop deaths from breast cancer. Dig deep for research and find out more today: https://bit.ly/2n2AwY7 #Tradie #ZeroBy2030",,,,,
,"It's a disease we can't ignore. But together, we can change the outcomes for all those diagnosed with breast cancer. #ZeroBy2030 #NationalBreastCancerAwarenessMonth #BreastCancer #BreastCancerResearch #BCAM",,,,,
,"Meet Robyn Cameron – the inspirational woman behind NBCF’s largest annual community fundraiser – Pink Ribbon Cup Raceday - Gold Coast. After surviving two episodes of breast cancer, Robyn has hosted the event for 11 years – this year raising an incredible $116,261. A huge thank you to Robyn for her enduring commitment to life-changing research. Your support saves lives. #ZeroBy2030",,,,,
,"Meet Dawn, one of our amazing fundraisers! After her breast cancer diagnosis, she wanted to show her support for breast cancer research by holding her first event for NBCF this month. Dawn hosted over 250 people and helped raise $18,000 with the support of her local community - incredible! Thank you Dawn for helping us create a better tomorrow for breast cancer.",,,,,
,Tomorrow is #GivingTuesday and we want you to shamelessly thank someone who has given to you! Tag them here! 💗,,,,,
,"Are you ready to join Team NBCF and trek the Great Wall of China in May, 2018? Whether you're a solo traveller or signing up with your bestie, get ready to make lasting friendships and unforgettable memories! Sign up at http://bit.ly/2yPqfUj",,,,,
,These women have inspiring stories. Hear the words that changed their lives. NBCF and Ford Australia are partnering to support life changing breast cancer research to help create a brighter future.,,,,,
,"Pink Ribbon Breakfast is back this October! 🎀 Grab your friends, family or colleagues and raise funds for life-changing breast cancer research by hosting a Pink Ribbon Breakfast. Register today at http://bit.ly/2flenQG #PinkRibbonBreakfast",,,,,
,"Meet Terry, who got pinked for Real Men Wear Pink last year after losing his daughter Frances to breast cancer. Even though he registered a few days before it kicked off, he raised almost $1,500 in a week! ""Getting involved with Real Men Wear Pink was my way to help make sure that what happened to my family, doesn't happen to anyone else,"" says Terry. It’s not too late to show your support! Terry fundraised at the last minute by asking for donations from his local community, holding a raffle and sharing his page on social media. Register now at http://bit.ly/2rSeS7k",,,,,
,NBCF polled the Australian public to find out what they know and identify any misconceptions they have about the metastatic stage of the disease. Read more at: http://bit.ly/2pXYnEC:=:http://nbcf.org.au/about-national-breast-cancer-foundation/about-breast-cancer/what-you-need-to-know/what-is-metastatic-breast-cancer/?utm_source=facebook&utm_medium=social&utm_term=&utm_content=IE&utm_campaign=metBC #MetastaticAwareness,,,,,
,"Rise above the storm, ☁ and you will find the sunshine. ☀ #MotivationMonday",,,,,
,Difficult roads can lead to beautiful destinations. #MotivationMonday,,,,,
,"""Almost two years ago I sat opposite my specialist as the most devastating words came out of his mouth. “It’s the worst news imaginable,” he said as he revealed I had secondary breast cancer."" As a single mother of two beautiful children, Rachel's hope is that her children may one day see a world without breast cancer.",,,,,
,"An estimated 250,000 women with a family history or a genetic predisposition to breast cancer can benefit from tamoxifen as a preventative treatment, thanks in part to NBCF funding. #research",,,,,
,"We continue to celebrate International Women's Day by highlighting amazing and inspiring women each day until the 8th March. Maya Angelou was an author, poet, and civil rights activist. Her autobiography 'I Know Why the Caged Bird Sings' published in 1969, illustrates how strength of character and a love of literature can help overcome racism and trauma. #IWD2016 #MayaAngelou #cagedbirdsings",,,,,
,"ME's Pink everyday transaction account holders have so far donated over $1million to NBCF. They’re bucking it forward to help fund research by NBCF-funded research Professor Alexander Dobrovic, aimed at improving breast cancer detection. All just by tapping their Pink everyday transaction card. Turn every transaction into action, and ME will quadruple your 1c donations to 4 cents every time you tap your Pink Buck card in October. #ZeroBy2030",,,,,
,"Current methods to diagnose and monitor breast cancer can be invasive, time-consuming, expensive, and at times, uncomfortable. That’s why NBCF-funded researcher Associate Professor Alexander Dobrovic is developing liquid biopsies to detect breast cancer DNA in the blood enabling simpler, non-invasive monitoring of breast cancer patients. Find out more, here: https://nbcf.org.au/project/liquid-biopsies-for-monitoring-and-managing-breast-cancer/ #ZeroBy2030",,,,,
,"Who doesn't LOVE brekkie? 😍 Host a Pink Ribbon Breakfast this October and raise vital funds for breast cancer research. Whether you get together with your besties at your place or connect online, it's all about coming together for a great cause. Register NOW - It's going to be delicious!",,,,,
,"COVID-19 is now able to be diagnosed earlier thanks to technology developed for breast cancer detection. Healthcare experts, including NBCF-funded researcher Professor Patrick Brennan, have launched a world-first free online tool called CovED to aid in the diagnosis of COVID-19 across the world. The program was repurposed following the success of a breast screening reader assessment online tool and adapted to detect COVID-19 in CT lung scans. Through the program, it is hoped that doctors will diagnose Coronavirus patients with greater speed and accuracy. Find out more: more: http://ow.ly/wk4d50z2R3O:=:https://nbcf.org.au/news/technology-developed-for-breast-cancer-detection-will-now-be-used-for-early-diagnosis-of-covid-19/ #ZeroBy2030 #coronavirus #covid19 #coronavirusaustralia",,,,,
,"At NBCF, our mission is zero deaths from breast cancer by 2030. This Valentine’s Day, to mark the start of our 10-year countdown, NBCF’s new Ambassador Camilla Franks has written a love letter as her 2030-self. The year we hope zero deaths from breast cancer will be a reality. Currently, 8 women die every day from breast cancer – that’s our mothers, sister, girlfriends, aunts and grandmothers. Women we love. We’re here to change those stats over the next 10 years. With your support, we can get there together. What would you write to yourself in 2030? Read all our love letters and submit yours today: http://ow.ly/s5Xh50yl76S:=:https://nbcf.org.au/love-letters/?utm_source=facebook&utm_medium=organic&utm_content=loveletters #2030LoveLetters #ValentinesDay",,,,,
,Lorna knows that research is the only way she can be here for her family and see her daughter grow up. Why is breast cancer research important to you? #ZeroBy2030,,,,,
,What do your tattoos mean to you? The design on the new #inkonpink ghd styler was inspired by women who wanted to take back control of their bodies after experiencing breast cancer by concealing their mastectomy scars with tattoos. $20 from every sale goes to game-changing breast cancer research. Shop today: https://www.ghdhair.com/au/pink #MyTattooMyStory,,,,,
,"New figures from the Australian Institute of Health & Welfare (AIHW) show that the total number of Australians diagnosed with breast cancer is on the rise. 1 in 7 women will be diagnosed in their lifetime. And it’s estimated that 19,535 Australians will be diagnosed in 2019. But, thanks to research, survival rates have increased from 76% to 91% since 1994. But we won’t stop there. With your help, our researchers can continue to create a world without the fear of breast cancer. Your donation today can help change the stats https://my.nbcf.org.au/donate #ZeroBy2030 #BreastCancerResearch #BreastCancerAwareness",,,,,
,"Join over 100,000 Australians in almost 100 events across the country in the 2019 Mother's Day Classic To date the event has raised over $35 million for life-changing breast cancer research projects. Sign up today and help Mother's Day Classic raise over $2.1 million for breast cancer research this year. Now’s the time to take action. http://bit.ly/2TaDbNE #MDC2019 #ZeroBy2030 #makeitmeanmore",,,,,
,Time is running out... Sign up for Pink Ribbon Breakfast now to get your FREE HOST kit in time for your event. We'll post it out to you as soon as you sign up. Hurry!,,,,,
,GO PINK next month to show the ones you love they don't have to go it alone. Learn more: https://fundraise.nbcf.org.au/GO_PINK,,,,,
,"From re-usable shopping bags to pens you can purchase all our NBCF merchandise online. Buy items for yourself, for a gift or to sell in your office, shop or community group. All proceeds help us towards our mission of zero deaths from breast cancer by 2030. https://merchandise.nbcf.org.au/ #BreastCancerAwareness",,,,,
,"Brave the shave and show your support for someone you love by shaving your head for breast cancer research. Register today and shave, colour or cut your hair this March ✂: http://bit.ly/2ETBVZd #HeadShave #BuzzCut #BreastCancerAwareness",,,,,
,"Jackie was 50 when she was diagnosed with breast cancer. To help raise awareness on the importance of research, she made and sent us her very own beautiful pink ribbons. Every single one of these ribbons was pinned to our Rejuvenation Through Research Wall by visitors at this year’s Floriade festival in Canberra for a gold coin donation. ""We need to stop this disease from impacting and devastating people ... research is very important as we need to find a cure."" NBCF would like to thank Jackie for her amazing effort in making ribbons, and helping create a better tomorrow for breast cancer.",,,,,
,"""We are trying to stop cancer cells from accessing the blood supply so they can't grow — if we can stop small tumours from spreading by inhibiting the blood vessel, we can stop patients from dying.""",,,,,
