Message,Narrative,Non-narrative
"Mum, wife, brother or friend – we’ve all been affected by breast cancer. Tell us what the pink ribbon means to you, for your chance to win a personalised pot of Elemis’ Limited Edition Pro-Collagen Marine Cream, by commenting below. The winner will be selected at random at 5pm on 18 July and notified by social media.",0,1
"Our nurse Jane is chatting with Juliet, who volunteers for our Someone Like Me service, about breast cancer and her experiences of calling our Helpline.",0,1
"We've been talking about going through breast cancer when you have young children on Instagram. Watch our Senior Clinical Nurse Specialist Rachel talk with Kirsty about her experiences, and answer your questions.",0,1
"“If there's one good thing that can come out of 'pinktober', it’s getting men and women (because men get breast cancer too) of all ages to become breast aware”. Breast cancer surgeon and blogger, Liz O’Riordan explains why she’s getting behind The Big Pink this October and how it’s not too late for you to get involved, however big or small. Grab your downloadable free fundraising kit and help share the message this #BreastCancerAwarenessMonth: https://www.breastcancercare.org.uk/the-big-pink/",0,1
"Are you ready to Step Up to the challenge? 👊 Sign up to walk or run 10,000 steps a day in the month of August! Take on a new challenge and raise vital funds for breast cancer research. Help change lives with every step you take. 👟",0,1
"Calling all men! Join the real men of Australia and wear pink to support life-changing breast cancer research. Whether you’re a solo superhero or taking on a challenge with your team at work, you will make a real difference to those affected by breast cancer. #realmenwearpink bit.ly/realmenwearpink2016:=:http://realmenwearpink.org.au/?utm_source=facebook&utm_medium=social&utm_campaign=rmwp&utm_content=ie_im_imagevid",0,1
GO PINK this June to stop breast cancer taking the people we love… You'll get a FREE host kit with all the resources and materials you need. Who will you GO PINK for? Click to learn more!,0,1
"We'd like to introduce our new partner, Nutura. Nutura aims to raise $100,000 for NBCF so that we can fund more life-changing breast cancer research. Thanks for your support Nutura!",0,1
"Many women give up taking life-saving hormone treatments after breast cancer before the recommended 5 year time-frame, mostly due to side-effects. This life-saving treatment, however, substantially reduces the risk of breast cancer returning, so when NBCF and Cancer Australia co-funded a recent study, it was important to find out if whether women engaged with their doctors at the right point to consider ways to manage the side-effects before stopping the medication. Read the study findings here: http://bit.ly/2f3tONm",0,1
We are saddened to hear about the passing of Natasha Stuart to breast cancer and our thoughts are with Natasha’s family at this time. She was an advocate for breast cancer awareness and shared her journey to help create change. https://www.smh.com.au/culture/music/the-voice-contestant-natasha-stuart-dies-from-cancer-20200129-p53vu7.html,1,0
Free tests for those with familial breast cancer will be available from November.,0,1
"In the largest study on 'chemo brain' yet, patients report that their ability to think, remember and learn new things is impaired long atfer their treatment for breast cancer is stopped.",0,1
"In 2021, 55 Australians will be diagnosed with breast cancer every day. Register today for the 55 Squat Challenge and help us change the stats. Breast cancer doesn’t stop, and neither can we. Learn more now. bit.ly/55squatchallenge:=:https://fundraise.nbcf.org.au/event/the-55-squat-challenge/home#utm_source=facebook&utm_medium=cpc&utm_campaign=nbcf_sc21_elevate_ads",0,1
Looking to the future. Zero deaths from breast cancer by 2030. Will you join us on our #10YearChallenge to 2030? #ZeroBy2030,0,1
"We would like to acknowledge Connie Johnson, of Love Your Sister, for her commitment to breast cancer research. Our thoughts are with her family and friends at this time.",1,0
BREAKING NEWS: New drug (Nerlynx) approved to treat HER2-positive breast cancer in Australia. https://www.9news.com.au/2019/03/19/01/02/breast-cancer-drug-approved-for-australia #researchnews #breastcancer,0,1
"In June, over 5,000 people all over the country participated in GO PINK and pledged to WEAR IT, SHAVE IT and COLOUR IT for game-changing breast cancer research. From shaved heads and bright pink hair to powder pink outfits. Not only did you raise vital awareness, you also helped to support research that will detect tumours earlier, improve outcomes and ultimately save lives. We want to say a huge thank you to each and every single person. It’s thanks to you that we can make a huge difference to the future of breast cancer. #GOPINK #mypinkpledge #ZeroBy2030",0,1
GO PINK starts TODAY! Can you tell we're excited? 🤩 Hashtag your content with #GOPINK so we can see you looking all pretty in pink! We cannot wait to see a sea of PINK on our feed. 🌸 Still want to register? You’re not too late! Register here: https://fundraise.nbcf.org.au/event/go-pink,0,1
"Researchers have been studying cancer vaccines for decades, with the aim of using the vaccine to teach the body’s immune system how to fight cancer. Now researchers in the US are trialing a vaccine that they hope will prevent tumours recurring in people who have already had cancer. http://bit.ly/1V0NEGq:=:http://nbcf.org.au/news/research-news/research-shows-promise-breast-cancer-vaccine/?utm_content=article_bcvaccine&utm_medium=social&utm_term=Article%2CMarcomms%2CResearch&utm_source=facebook #research",0,1
Tag someone who you would trek the Great Wall with! https://inspiredadventures.com.au/events/nbcf-china-2018/,0,1
"On 29th June, at 34 years old and 25 weeks pregnant, Mel's world was turned upside down when she was diagnosed with breast cancer. But Mel has been inspiring us every day. Whilst going through her chemotherapy treatment and at 30 weeks pregnant she joined Step Up to Breast cancer achieving 10,000 steps a day to raise funds for research. Join us in thanking Mel, a real life Zero Hero. #ZeroBy2030",1,0
A US researcher with outside-the-box thinking has developed a new way to kill hard-to-reach tumours. #research #news,0,1
"Today, we are excited to announce the launch of our new brand look and logo. It marks the dawn of a new era for NBCF. Since we started in 1994, NBCF has invested over $162 million in 514 Australian research projects – all thanks to people like YOU. Together, we’ve seen new drugs. Better treatments. Improved survival rates. But we’re just getting started. This week, we kick off our 25th anniversary celebrations. With future goals firmly in our sights, it’s the perfect time to take our look, and ambitions, to the next level. Over the coming week, you will start to see our new look rolling out across our social pages, website and emails. We may look and sound a little different, but rest assured, it’s the same us. We’re still the same organisation with the same goal of stopping deaths from breast cancer by 2030. With you by our side, we can’t wait to get there. For more details, visit nbcf.org.au. #ZeroBy2030",0,1
"This time seven years ago, Sinead was faced with telling her children she had breast cancer. She told them, “Mummy is sick. I have breast cancer. It’s very serious, but I’m going to be okay.” “It was extremely emotional to face a breast cancer diagnosis exactly a month before Christmas. It is always such a special, sentimental time. So having to face all of the people that I love and tell them I had breast cancer, it just did not seem right.” Make a donation this festive season and help support families like Sinead’s who are affected by breast cancer. Donate today http://nbcf.org.au/christmasappeal/?utm_source=facebook&utm_medium=social&utm_content=sinead1&utm_campaign=xmas16",1,0
"Have you registered for Triathlon Pink yet? With events all over Australia and for all fitness levels, why not challenge yourself! Sign up today and support life-changing breast cancer research.",0,1
"Today is International Women's Day and there are so many wonderful and amazing women that make this world great! ""Celebrate the social, economic, cultural and political achievement of women. Yet let's also be aware progress has slowed in many places across the world, so urgent action is needed to accelerate gender parity."" #IWD2016 #pledgeforparity #amazingwomen #womensday",0,1
"ATTENTION all changemakers! By going pink in June and raising funds for research, you're helping us move closer to our ultimate goal: Zero death from Breast Cancer by 2030. Who will you GO PINK for? #ZeroBy2030 #Go Pink",0,1
Challenge yourself to GO PINK this June to support Australians living with breast cancer. Learn more: https://fundraise.nbcf.org.au/GO_PINK:=:https://fundraise.nbcf.org.au/event/go-pink?utm_source=facebook&utm_medium=social&utm_campaign=go_pink_recruitment_post,0,1
"Tag a mate who should be wearing pink on June 24! Go on, get involved in #realmenwearpink and make a difference to the lives of women and men who are diagnosed with breast cancer. Head to: bit.ly/1skDhAV #tagamate #rmwp",0,1
"There has been a significant drop in the number of mammograms being carried out by BreastScreen Australia due to COVID-19. According to the Australian Institute of Health and Welfare, more than 70,000 mammograms were performed in Australia in March 2020 but this dropped dramatically to just over 1,000 in April. If you are due for a breast screen, please ensure you make an appointment and follow the COVID-safety protocols. Early detection of breast cancer gives the best possible chance of survival. The earlier an abnormality is discovered, the greater the number of effective treatment options available which ensures the best possible outcome. #ZeroBy2030 #Breastscreening",0,1
"October is National Breast Cancer Awareness Month, giving everyone an opportunity to focus on breast cancer and the impact on those affected by the disease in our community. NBCF has a number of ways that you can take part and make a difference in Breast Cancer Awareness Month. Click below to find out more!",0,1
"“It was tough for friends the first time they saw me after the diagnosis, some cried, some were honest and said, ‘I am so sorry I don’t know what to say.’ I know that not everybody is blessed with people in their lives that can see light through the darkest situations. But a donation from you today will help so many more Australian families to feel less afraid about a breast cancer diagnosis, by putting a stop to deaths from the disease.” – Renee, diagnosed 2018 Donate today at Nbcf.org.au/donate:=:http://Nbcf.org.au/donate/",1,0
"Sara was diagnosed with breast cancer in 2019 at the age of 36. With two young children, she didn’t think she was old enough to have breast cancer. Watch our story to see how hope keeps Sara going through the tough days. #ZeroBy2030",1,0
"“My vision is of a world without breast cancer, I know it can be done."" Mark's wife Anni was diagnosed with breast cancer in 2000, and when it was confirmed she had secondary cancer, he gave up work to become her full time carer. Sadly Anni passed away in 2007, but since then, Mark and his daughter Laura have continued to support breast cancer research, NBCF and our #RealMenWearPink campaign. Mark explains, ""Anni once said that the only thing standing between breast cancer and a cure is funding dollars, and I absolutely believe she was right. I really don’t want anyone going through the journey that Laura and I are still on.” Thank you for your amazing support Mark and for continuing to shine a light on some of the forgotten effects of breast cancer. To find out more about Real Men Wear Pink go to: http://bit.ly/1sQPe2b",1,0
"Come together with friends, family or colleagues and raise funds for life-changing research by hosting a Pink Ribbon Breakfast. This is one breakfast you really shouldn't skip! Get started today: bit.ly/prb16:=:https://pinkribbonbreakfast.gofundraise.com.au/?utm_source=facebook&utm_medium=social&utm_content=ie_vid&utm_campaign=prb16",0,1
"Tag a friend you'd like to trek the Great Wall of China with in May, 2018! With flights and accommodation included in the travel costs, experience an adventure of a lifetime, making lifelong friends and memories as part of our #StepsTowardsResearch team. Register now at http://bit.ly/2sLqQ2T",0,1
"Did you know metastatic breast cancer can stay dormant in the body for more than 20 years? A third of women with breast cancer will go on to develop metastatic breast cancer later in life. By investing in research, we aim to ensure better and more timely detection and treatment. #MetastaticAwareness http://bit.ly/2pXYnEC:=:http://nbcf.org.au/about-national-breast-cancer-foundation/about-breast-cancer/what-you-need-to-know/what-is-metastatic-breast-cancer/?utm_source=facebook&utm_medium=social&utm_term=&utm_content=IE&utm_campaign=metBC",0,1
"How much do you know about metastatic breast cancer? Also known as advanced, secondary or Stage 4 breast cancer, it's challenging to treat. The survival rate for women with metastatic breast cancer at first diagnosis is alarmingly low, with only 1 in 4 women still alive 5 years after diagnosis. http://bit.ly/2pQCyXr #metastaticawareness",0,1
"In the wake of the Coronavirus pandemic, BreastScreen centres around most of Australia are unfortunately having to temporarily close. While you are staying home, it’s a great time to do your once-monthly breast self-check. While you do yours, we will continue to fund research into early detection and breast screening technology. Share our post and challenge 5 people to #BeBreastAware and #CheckTheirPair whilst staying at home. Our ‘handy’ checklist and monthly breast check calendar will help you be breast aware: http://ow.ly/CKCW50z9ziL:=:https://nbcf.org.au/news/how-to-perform-a-breast-self-exam/ #ZeroBy2030 #COVID19 #CoronaVirus",0,1
GO PINK this June to stop breast cancer taking the people we love. Learn more: http://bit.ly/GO_PINK,0,1
"The recurrence of breast cancer occurs because some cancer cells escaped the initial treatments and spread to the bloodstream where they somehow stay dormant, waiting for the right conditions to start multiplying and spreading to distant parts of the body (metastasising). Researchers are investigating this dormancy which could hold the key to preventing metastatic breast cancer and saving lives. http://bit.ly/2griRlu:=:http://nbcf.org.au/news/research-news/researchers-aim-to-why-understand-breast-cancer-returns/?utm_content=article_recurrence&utm_medium=social&utm_term=Article%2CMarcomms%2CResearch&utm_source=facebook",0,1
GO PINK this June to stop breast cancer taking the people we love… You'll get a FREE host kit with all the resources and materials you need. Who will you GO PINK for? Click to learn more!,0,1
"“Cancer never truly leaves you. It becomes a part of your story, and only those who have endured this raw fear and threat, will understand what I mean by this.” Powerful words from the truly inspirational @camillawithlove on #worldcancerday . . #Repost @camillawithlove with @make_repost ・・・ Beautiful Tribe, Today is World Cancer Day. I know that most of you reading this have been affected by this horrible beast in some way or another. I have shared your pain and deepest fears. Cried the same tears. I have danced with the devil. So today I want to celebrate each and every warrior who has kicked cancer’s ass and come out stronger and more resilient than ever. I want to wrap my arms around all of those who are still suffering and climbing that mountain of unspeakable terror and shower you with love. And we honour the warriors no longer with us. Cancer never truly leaves you. It becomes a part of your story, and only those who have endured this raw fear and threat, will understand what I mean by this. I never want my precious little girl or any other family to suffer. With every fibre of my being, I promise I will scream from the bottom of my heart until we find a cure. This year you’ll see me in the battle ring fighting this fight head on with everything I’ve got. I will never give up. F*** cancer! xxC #celebrityapprenticeau #nbcf @nbcfaus",1,0
"Lisa was only 33 years old when she was diagnosed with breast cancer. It was this time last year, just 10 days before Christmas, that she had a mastectomy and reconstruction. Taking her doctor’s advice, she opted to freeze some of her eggs prior to starting hormone therapy in case she wanted to start a family in the future. Fast forward one year, Lisa understands her cancer may return but thanks to research, she feels blessed to be here and takes nothing for granted. You can help give the gift of time this Christmas. Donate today. https://give.nbcf.org.au/_donate/ #ZeroBy2030 #NoTimeLikeThePresent",1,0
"Rene shared her story about her first diagnosis with breast cancer in 1976 and her 40 year journey with the disease. ""Breast, bone and lung cancer have invaded over the years since my initial diagnosis, but being strong and having a positive outlook on life has helped."" Thank you Rene, your story provides hope and inspiration to many.",1,0
"A mother is your first friend, your best friend, your forever friend. Sign up today to the Women in Super Mother's Day Classic and do something special for Mother's Day this year! Head to bit.ly/mdc2016 #MDC2016 #mothersday",0,1
The 10 year countdown to zero deaths from breast cancer by 2030. #ZeroBy2030,0,1
"There are some risks for breast cancer that can't be changed, like a family history of the disease. But there are other risks which researchers call 'modifiable' and these are the ones we can change for better or worse. Read more at http://bit.ly/2qdNS4B",0,1
"Karen and Julie have been friends for 50 years, and are gearing up to take on El Camino with NBCF! 'I love the idea that all funds raised go solely to research. It fills me with great hope and comfort that the generation of young women born this century will not be confronted with the prospect to not surviving breast cancer.' Says Julie. Read our interview with Karen and Julie, and find out how you can join them on Path Towards a Cure: El Camino.",1,0
"Sheila was diagnosed with breast cancer in 2018. After having a mastectomy, chemotherapy and radiation, Sheila wanted to share her breast cancer journey to help her community understand breast cancer isn’t a death sentence. By holding a high tea with friends and family, Sheila raised over $13,700 for game-changing research and helped raise vital awareness. You can be a Zero Hero just like Sheila. Find out how today: http://nbcf.org.au/fundraise/ #ZeroBy2030 #NoTimeLikeThePresent",1,0
"The National Breast Cancer Foundation and Nutura wish to announce that we have jointly agreed to end our partnership. It was never the intention of either organisation to cast doubt over the benefits of breastfeeding or to cause confusion or upset in the community. Breastfeeding has a protective effect against breast cancer and both organisations endorse breastfeeding as the best option for mothers and babies. We also recognise the need for alternative methods of feeding due to health and other reasons, and agree that mothers should seek advice from their doctor or healthcare professional when deciding on the most appropriate approach to feeding their child. Thank you to our loyal community for supporting us so that we can fund life-changing breast cancer research in the best way possible.",0,1
"Every day 2 women under the age of 40 are diagnosed with breast cancer. It’s a disease that can’t be ignored. Thanks to our world-class researchers funded by you, tomorrow already looks different for all those diagnosed. #ZeroBy2030 #fundthefutureforALLwomen",0,1
"We know alcohol isn’t healthy for lots of reasons, and new research shows we may need to add another reason to that list. http://bit.ly/2qUojVK:=:http://nbcf.org.au/news/research-news/half-a-glass-of-wine-a-day-could-increase-risk-of-breast-cancer-returning/?utm_source=facebook&utm_medium=social&utm_term&utm_content=IE&utm_campaign=Research&utm_source=facebook&utm_medium=social&utm_term=Research&utm_content=IE&utm_campaign=Research",0,1
"""I’ve defied the odds so far, and I’m so grateful for every day I’m here with my children. While there have been dark and difficult times in the past few years, I’ve also discovered that there’s always some beauty to find, even through adversity."" Read more of Rachel's incredible story: bit.ly/nbcf_rachelsstory",1,0
"Triathlon Pink is a triathlon - but not as you know it! Swim in a pool, ride your push-bike and run, jog or walk to the finish line. Women of all fitness levels are encouraged to take part, and raise funds for life-changing breast cancer research, in a fun and encouraging environment. Register now at http://triathlonpink.everydayhero.do/",0,1
"Most of us have heard of 'chemo-brain', or as it's now called 'cancer induced cognitive impairment', which can be frustrating to deal with. An NBCF co-funded study has developed an online program to improve concentration, memory and visual skills of women and men to improve their quality of life after chemo.",0,1
A new tablet that targets tumours and can be seen under light could benefit women with dense breast tissue whose mammograms are typically more difficult to read.,0,1
"Women with HER2 positive breast cancer no longer rely on standard treatments in the hope that they will work. Thanks to research, Herceptin was discovered which specifically prevents this type of breast cancer from growing or spreading. Read more on how research saves lives at http://bit.ly/2sdbGmR",0,1
"Thank you and welcome home to our absolutely amazing Steps Towards a Cure: Great Wall Trek team! Our trekkers flew back home over the weekend after challenging themselves to a five day trek of the Great Wall of China. We are so proud of these incredibly supportive people, who really came together as a team - sharing their experiences with breast cancer, helping others when they needed it and cheering each other on. In addition to this, they have raised over $285,000 for life-changing breast cancer research. What a great example they have been of the community spirit that continues to fund NBCF. Congratulations team - you made it! If you'd like to join Team NBCF on our next adventure, you can! Registrations are open now for Inspired Adventures' Path Towards a Cure: El Camino 2017. More info here: bit.ly/1WtvHRq",0,1
"Alex’s mum was diagnosed with breast cancer at just 38 years old. The cancer spread from her breasts to other areas of her body. After initially being given a life expectancy of five years, she bravely fought another 11 years, passing away in 2011. In memory of his mum, Alex has held many fundraisers for NBCF with the most recent one this year raising an incredible $37,000 for breast cancer research. Thanks to Alex, we can continue working towards our mission: zero deaths from breast cancer by 2030. Join us in thanking Alex by leaving a comment below #ZeroBy2030",1,0
We receive no government funding. Research is the only way to end deaths from breast cancer. That’s why your donation is vital for brilliant researchers to continue making life-changing discoveries. Make a tax-deductible donation today at http://bit.ly/2rSKVXG,0,1
"Breast cancer is not one disease, but many. In the past 20 years, researchers discovered one type called HER2 positive, and developed a special treatment for it known as Herceptin which has since saved countless lives. Read more at http://bit.ly/2qDF3RF:=:http://nbcf.org.au/about-national-breast-cancer-foundation/about-breast-cancer/stages-types-treatment-breast-cancer/molecular-types-breast-cancer/#her2positive/",0,1
"NBCF is encouraged by this new research which could make a big difference for so many women. Our Director of Research, Dr Alessandra Muntoni, says the results are very exciting and, if confirmed by larger studies, could lay the path for more clinical applications of precision medicine.",0,1
At least 900 women under the age of 40 are diagnosed with breast cancer every year. That’s 2 women each and every day in Australia. It’s a disease we can’t ignore but together we can change the outcomes for all those diagnosed. A world without fear of breast cancer is only possible with your support. #ZeroBy2030,0,1
We are saddened to hear about the passing of Kelly Preston to breast cancer and our thoughts are with John and their family at this time. Every day we are reminded of the importance of our determined mission: Zero Deaths from breast cancer by 2030. #ZeroBy2030,1,0
Today is National Cancer Survivors Day... This is a day to celebrate those who have survived cancer and to continue working towards our mission of zero deaths from breast cancer by 2030. Make your pledge to GO PINK this month to stop breast cancer taking the people we love.,0,1
It’s time to walk all over breast cancer. Registrations for this year’s Mother’s Day Classic are officially now open! The event takes place on Sunday May 13 in 92 locations all across the country. So don’t just stand there. Sign up today! http://bit.ly/2BMMYBk #MDC2018,0,1
"Sue Hillam has been a loyal supporter of NBCF for five years. She was inspired to fundraise for breast cancer research after her close friend was diagnosed with breast cancer at the young age of 43. Following her friends diagnosis, Sue decided to take on her first overseas fundraising adventure with Inspired Adventures for NBCF to show support for her friend. “I felt really helpless,” says Sue. “I really could make a difference by fundraising for research.” Sue joined the Ride for Research: Cambodia Cycle, a 10 day fundraising ride in 2015 to support NBCF and raised an incredible $12,000 for life-changing breast cancer research. Along the way Sue made life-long friendships with women who had survived breast cancer, people who just wanted to make a difference on their holiday, and others who like her, were looking to support friends and family who had been affected. “The friendships made and memories created have changed my life,” says Sue. “It is such a feel good thing to do.” This year Sue is back for another adventure, joining NBCF on our Path Towards a Cure: El Camino Trek. The incredible ten day trip will take off in May 2017, with participants discovering the wonders of Spanish city life as well as embarking on the ancient Camino de Santiago trail for a five day trek. “I would recommend the experience of an Inspired Adventure with NBCF to anyone,” says Sue, “This year I’m asking family and friends to give what they can, or even better – think about joining me on the trip!” If you’d like to join an amazing group of supporters on this life-changing adventure, head to: http://bit.ly/29OQUnX",1,0
Happy Easter! We hope it's EGGcellent! 🐰 🐣 🍳 💕,0,1
"""There is life after cancer - a lot of life!"" - Alyson, NBCF Speaker",0,1
We wish Julia the very best.,1,0
Tag a mate who could use some extra attention! We're asking all the real men of Australia to wear pink to support life-changing breast cancer research. Sign up to #realmenwearpink now!,0,1
"""It's my hope for the future that research will make breast cancer a condition you can live with - just like any other medical condition. It will be treatable."" Natalie had HER2 positive breast cancer, which, until 2006, was considered one of the most aggressive and deadly types of breast cancer. Thanks to research, this has changed. Read Natalie's story and find out how you can help us reach our goal of zero deaths by 2030 at http://bit.ly/2quH82m",1,0
Around the world this October it is Breast Cancer Awareness Month. During this month we are raising awareness and funds for life-changing research to help those affected by breast cancer now and in the future.,0,1
The Women in Super Mother's Day Classic is on again on Sunday 8th May near you! Get the fam together for a fun day out and raise funds for life-changing breast cancer research! Sign up today with early bird registrations open now! #MDC2016,0,1
The only time you should look back is to see how far you've come. #MotivationalMonday,0,1
"Join us for the 55 Squat Challenge this March and LEVEL UP from beginner, intermediate to advanced, as you raise funds in support of the 55 Australians diagnosed with breast cancer every day. 💪 Register TODAY and squat for breast cancer research! http://bit.ly/55squatchallenge:=:https://fundraise.nbcf.org.au/event/the-55-squat-challenge/home#utm_source=facebook&utm_medium=cpc&utm_campaign=nbcf_sc21_elevate_ads",0,1
"""I've managed to live for seven and a half years with this advanced disease, where before I think the outcome would have been extremely poor."" Melissa's breast cancer had already spread to her bones when she was diagnosed in 2010. Thanks to treatment options available, the spread of cancer has slowed down for Melissa, however sadly there is no cure. Melissa is amazingly positive despite the challenges she is faced with, and incredibly passionate about the importance of continued research - especially for advanced cancer like hers. We need your help to create a better tomorrow for the women and men diagnosed with breast cancer. Make a tax-deductible donation today and help fund life-changing research at http://bit.ly/2y7Xods",1,0
"NBCF-funded researcher, Professor Meera Agar from UTS: University of Technology Sydney is taking over our Facebook page for the next 45 minutes! She is ready to answer your questions about how research can help women with late stage metastatic breast cancer. Submit your question by adding your comment to this post.",0,1
"The National Breast Cancer Foundation was extremely sad to hear the news about the passing of NBCF Speaker Sharon Driessen last Friday after fighting a long battle with advanced breast cancer. Our condolences to Sharon’s husband Andrew and her son Doug, our thoughts are with them at this time. We would also like to acknowledge the incredible passion and dedication that Sharon brought to NBCF as a Speaker and supporter of breast cancer research over the years. Its news like this that drives us to work harder to improve how breast cancer is managed and treated through research.",1,0
"Let’s all make a difference this Mother’s Day. Rally the troops, and register today to take part in the 2018 Mother's Day Classic. With your help – we can walk all over breast cancer. #MDC2018 http://bit.ly/2BrOLef",0,1
🔬 Findings from a new UK study have found that breast cancer can remain dormant in the body for 20 years. 🔬 Find out more about this study and research that NBCF is funding to unlock the mystery behind breast cancer relapse 👉 http://bit.ly/2myY7Pw:=:https://nbcf.org.au/news/research-news/study-confirms-breast-cancer-can-remain-dormant-20-years/,0,1
"Take a step in the right direction for your health and wellness! Walk or run 10,000 steps a day in the month of August and smash some BIG fitness goals. 😎 Step Up to the challenge and raise funds for vital breast cancer research TODAY.",0,1
1 in 7 women will be diagnosed with breast cancer in their lifetime. It’s a disease we can’t ignore but together we can change the outcomes for all those diagnosed. #ZeroBy2030,0,1
It's hard to be the person who never gives up. - Babe Ruth #MotivationMonday #BabeRuth #NeverGiveUp,0,1
Are you ready to make a BIG impact for breast cancer this June? 🌸 Then tag a friend and ask them to join YOU and make a pledge to GO PINK! Host a virtual pink house party from the comfort of your own home. 🏠 Register now to get a FREE digital fundraising kit!,0,1
50 Australian women are diagnosed with breast cancer every day. Host a Pink Ribbon Breakfast during Breast Cancer Awareness Month this October to stop deaths from breast cancer and save lives. Learn more here: fundraise.nbcf.org.au/PRBSignUp,0,1
So far 2000 people have signed up to GO PINK this June to stop breast cancer from taking the people we love. Join the movement: https://fundraise.nbcf.org.au/GO_PINK,0,1
"NBCF-funded researcher, Dr Simon Junankar from the Garvan Institute of Medical Research is taking over our Facebook page for the next 30 minutes! He's ready to answer your questions about breast cancer research on immunotherapy. Submit your question by adding your comment to this post. Dr Junankar will be responding to as many questions about his research as possible. More info on Dr Junankar’s research: bit.ly/DrJunankar-research",0,1
"Brendan is running 101km from Home Hill Race Course to Townsville for his good friend Elyce (pictured) who was diagnosed with breast cancer in February this year. At only 32 years old and training at CrossFit with Brendan multiple times a week, everyone was shocked by the news that Elyce had breast cancer. Following 16 rounds of chemotherapy and a double mastectomy, Elyce heard the words she had longed for – “you’re cancer free.” Elyce wants to remind everyone to be breast aware even if you’re under 40 years old because breast cancer does not discriminate. . “Running the 101km is just my small way of helping my friend by raising money and awareness so hopefully one day no other woman has to endure what Elyce has.” – Brendan, NBCF Zero Hero (swipe right). . Want to show your support for a loved one? Register your own challenge today at nbcf.org.au/fundraise:=:https://nbcf.org.au/fundraise/ #ZeroHero #ZeroBy2030",1,0
"Detecting breast cancer early is one of the main reasons so many women now survive a breast cancer diagnosis. Free mammograms have made a huge difference and researchers are continuing their work to discover even better ways to detect breast cancer – from more sensitive 3D mammography to innovative no-harm, no-touch screening that can also detect tumours in dense breast tissue. Research is the key to early detection and saving lives. http://bit.ly/2gOqzKk:=:http://nbcf.org.au/about-national-breast-cancer-foundation/about-breast-cancer/what-you-need-to-know/detection/how-research-is-making-a-difference/?utm_source=facebook&utm_medium=social&utm_term=&utm_content=IE&utm_campaign=Research",0,1
NBCF has launched an awareness campaign for metastatic breast cancer. First we looked into what Australians know about metastatic breast cancer and what areas of research they would like to see more of. We were happy to hear that finding the answer to stopping deaths from metastatic breast cancer was top of mind for most. http://bit.ly/2pgNWj0:=:http://nbcf.org.au/research/our-research/nbcf-focuses-on-metastatic-breast-cancer/?utm_source=facebook&utm_medium=social&utm_term=&utm_content=IE&utm_campaign=metBC,0,1
"Renee was diagnosed with breast cancer four weeks before her 40th birthday after losing her mum to bowel cancer when she was only 34. Finding out she had breast cancer was both overwhelming and heartbreaking for Renee, and the thought of breaking the news to her father and brothers was daunting. After undergoing surgery, radiation and chemotherapy, Renee was told in January of this year that she’s now cancer free. Research is changing the outcomes for all those diagnosed with breast cancer. Help us make zero deaths from breast cancer a reality. #ZeroBy2030",1,0
"GO PINK is next month! 😃 We CANNOT WAIT to GO PINK with you and help Australians impacted by breast cancer. Either wear it, shave it or colour it and raise funds, and let’s beat breast cancer together! Make your pink pledge and register today.",0,1
"Just one week after celebrating being 5 years cancer-free, Barbe found another lump. It was the second round of life-changing news no one ever wants to receive. Now, she’s focused on spreading awareness for research – so that future generations don’t have to experience what she did. Help fund a future for all women. Visit http://bit.ly/2LoxXKv and donate today. #ZeroBy2030 #MyResearchStory",1,0
"NBCF-funded researcher, Dr Dinny Graham from The Westmead Institute for Medical Research is taking over our Facebook page for the next 30 minutes! She is ready to answer your questions about research advances in triple negative breast cancer. Submit your question by adding your comment to this post. Dr Graham will be responding to as many questions about her research as possible. More info on Dr Graham’s research: bit.ly/drgraham-project",0,1
"Shane’s mum Jenny was diagnosed with stage 4 metastatic breast cancer in September 2017. The breast cancer metastasised to her bones and she spent four months in-and-out of hospital going through gruelling treatments. Although Jenny’s diagnosis is terminal, she was approved for a new type of treatment which has decreased the size of her tumours and improved her quality of life. Shane raised funds for NBCF to support his mum and vital research to improve the outcome for all those diagnosed with metastatic breast cancer. #StrongerTogether #ZeroBy2030",1,0
"""Tough times never last, but tough people do."" - Robert H. Schuller #MondayMotivation",0,1
"A promising new study has seen a new drug, in combination with standard treatments, to effectively kill cancer cells in triple negative and HER2 breast cancers, which are notoriously aggressive and hard to treat. The strong results of the study, funded by the National Breast Cancer Foundation, suggest the treatment could be explored further in a clinical trial. http://bit.ly/2f8W4yi",0,1
"You've got to be in it to win it! With events for all fitness levels, sign up today to walk or run all over breast cancer. #MDC2017",0,1
"What adventures do you have planned for 2017? Why not join a group of 20 incredible men and women as they trek El Camino in Spain? Our trek takes place in May next year and places are filling up quickly! With only a handful of places left on this adventure of a lifetime, register now to avoid missing out.",0,1
"While tamoxifen is still very effective compared with other endocrine-targeting agents, determining which patients will respond effectively has perplexed doctors and researchers for some time. New research sheds some light on this issue.",0,1
An NBCF-funded project will see 24 Victorian women with breast cancer receive a world-first combination treatment designed to delay tumour growth and make cancer cells disappear. #research #worldfirst,0,1
